Starting ...
cuda
Properties to use:  ['affinity', 'tpsas']
Building Vocab
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 10, 'properties': ['affinity', 'tpsas'], 'run_name': 'LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas'}
length of preference data : 41795
Sample preference_data[0]: ['O1C(C(=O)N2CCN(CC2)C3=CC=C(N(=O)=O)C=C3)=C(C=4C1=CC=CC4)C', array([0.47959185, 0.53255087, 0.54797947, 0.15855041, 0.16055913]), [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=C(C(=O)NCCC4=CC=CC=C4)C=CC(OC)=C3'), np.float64(0.9873459430403937), array([0.52040816, 0.54211667, 0.55725834, 0.15815913, 0.16377715])], [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=CC(OC(=O)C=4C=CC=CC4)=C(OC)C=C3'), np.float64(0.9574398041990725), array([0.43877551, 0.55263869, 0.41284505, 0.14420153, 0.15814562])]]
LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas
len(target_smiles): 41800
len(data): 41800
LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas
dataset built
cuda
True
2.7.1+cu118
No of GPUs available 4
No of GPUs available 4
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 10, 'properties': ['affinity', 'tpsas'], 'ipo': False, 'run_name': 'DPO_Finetuning_BETA_0.11_epochs_10_LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas', 'beta': 0.11}
Temperature:  0.5
Sampling: iteration: 0/51
{'Validity': 0.9951171875, 'Novelty': 1.0, 'Uniqueness': 0.9950932286555446}
Training Epoch: 0 | iteration: 0/262 | Loss: 1.0754859447479248
Training Epoch: 7 | iteration: 177/262 | Loss: 0.6752101182937622
Training Epoch: 7 | iteration: 178/262 | Loss: 0.5844930410385132
Training Epoch: 7 | iteration: 179/262 | Loss: 0.650314450263977
Training Epoch: 7 | iteration: 180/262 | Loss: 0.6003193855285645
Training Epoch: 7 | iteration: 181/262 | Loss: 0.7064903378486633
Training Epoch: 7 | iteration: 182/262 | Loss: 0.5846195220947266
Training Epoch: 7 | iteration: 183/262 | Loss: 0.5924252271652222
Training Epoch: 7 | iteration: 184/262 | Loss: 0.6422802805900574
Training Epoch: 7 | iteration: 185/262 | Loss: 0.6299822330474854
Training Epoch: 7 | iteration: 186/262 | Loss: 0.5471689105033875
Training Epoch: 7 | iteration: 187/262 | Loss: 0.6243201494216919
Training Epoch: 7 | iteration: 188/262 | Loss: 0.6315430998802185
Training Epoch: 7 | iteration: 189/262 | Loss: 0.5722103714942932
Training Epoch: 7 | iteration: 190/262 | Loss: 0.6383229494094849
Training Epoch: 7 | iteration: 191/262 | Loss: 0.6113294959068298
Training Epoch: 7 | iteration: 192/262 | Loss: 0.5905011296272278
Training Epoch: 7 | iteration: 193/262 | Loss: 0.6729481220245361
Training Epoch: 7 | iteration: 194/262 | Loss: 0.5494732856750488
Training Epoch: 7 | iteration: 195/262 | Loss: 0.6397678852081299
Training Epoch: 7 | iteration: 196/262 | Loss: 0.6326318383216858
Training Epoch: 7 | iteration: 197/262 | Loss: 0.6253875494003296
Training Epoch: 7 | iteration: 198/262 | Loss: 0.6661303639411926
Training Epoch: 7 | iteration: 199/262 | Loss: 0.5987746715545654
Training Epoch: 7 | iteration: 200/262 | Loss: 0.6245487928390503
Training Epoch: 7 | iteration: 201/262 | Loss: 0.5258557796478271
Training Epoch: 7 | iteration: 202/262 | Loss: 0.5933810472488403
Training Epoch: 7 | iteration: 203/262 | Loss: 0.6846471428871155
Training Epoch: 7 | iteration: 204/262 | Loss: 0.6193038821220398
Training Epoch: 7 | iteration: 205/262 | Loss: 0.6485479474067688
Training Epoch: 7 | iteration: 206/262 | Loss: 0.5710069537162781
Training Epoch: 7 | iteration: 207/262 | Loss: 0.5982798337936401
Training Epoch: 7 | iteration: 208/262 | Loss: 0.6226379871368408
Training Epoch: 7 | iteration: 209/262 | Loss: 0.5619957447052002
Training Epoch: 7 | iteration: 210/262 | Loss: 0.5498073101043701
Training Epoch: 7 | iteration: 211/262 | Loss: 0.5910422205924988
Training Epoch: 7 | iteration: 212/262 | Loss: 0.5906313061714172
Training Epoch: 7 | iteration: 213/262 | Loss: 0.6180455684661865
Training Epoch: 7 | iteration: 214/262 | Loss: 0.5813214778900146
Training Epoch: 7 | iteration: 215/262 | Loss: 0.6695883274078369
Training Epoch: 7 | iteration: 216/262 | Loss: 0.5830001831054688
Training Epoch: 7 | iteration: 217/262 | Loss: 0.5923711657524109
Training Epoch: 7 | iteration: 218/262 | Loss: 0.6111308336257935
Training Epoch: 7 | iteration: 219/262 | Loss: 0.5329079031944275
Training Epoch: 7 | iteration: 220/262 | Loss: 0.5535159111022949
Training Epoch: 7 | iteration: 221/262 | Loss: 0.5963085889816284
Training Epoch: 7 | iteration: 222/262 | Loss: 0.6041082739830017
Training Epoch: 7 | iteration: 223/262 | Loss: 0.5724138021469116
Training Epoch: 7 | iteration: 224/262 | Loss: 0.5950183868408203
Training Epoch: 7 | iteration: 225/262 | Loss: 0.6451754570007324
Training Epoch: 7 | iteration: 226/262 | Loss: 0.6507999897003174
Training Epoch: 7 | iteration: 227/262 | Loss: 0.6314923763275146
Training Epoch: 7 | iteration: 228/262 | Loss: 0.6062978506088257
Training Epoch: 7 | iteration: 229/262 | Loss: 0.6351537704467773
Training Epoch: 7 | iteration: 230/262 | Loss: 0.6395342946052551
Training Epoch: 7 | iteration: 231/262 | Loss: 0.5638828873634338
Training Epoch: 7 | iteration: 232/262 | Loss: 0.5929902791976929
Training Epoch: 7 | iteration: 233/262 | Loss: 0.640721321105957
Training Epoch: 7 | iteration: 234/262 | Loss: 0.6687461137771606
Training Epoch: 7 | iteration: 235/262 | Loss: 0.6498928666114807
Training Epoch: 7 | iteration: 236/262 | Loss: 0.700796902179718
Training Epoch: 7 | iteration: 237/262 | Loss: 0.600928544998169
Training Epoch: 7 | iteration: 238/262 | Loss: 0.5625914335250854
Training Epoch: 7 | iteration: 239/262 | Loss: 0.6249445676803589
Training Epoch: 7 | iteration: 240/262 | Loss: 0.6094756126403809
Training Epoch: 7 | iteration: 241/262 | Loss: 0.6374270915985107
Training Epoch: 7 | iteration: 242/262 | Loss: 0.5676785111427307
Training Epoch: 7 | iteration: 243/262 | Loss: 0.6017625331878662
Training Epoch: 7 | iteration: 244/262 | Loss: 0.5559895038604736
Training Epoch: 7 | iteration: 245/262 | Loss: 0.6574569940567017
Training Epoch: 7 | iteration: 246/262 | Loss: 0.5613101720809937
Training Epoch: 7 | iteration: 247/262 | Loss: 0.5845904350280762
Training Epoch: 7 | iteration: 248/262 | Loss: 0.5805193185806274
Training Epoch: 7 | iteration: 249/262 | Loss: 0.6916353106498718
Training Epoch: 7 | iteration: 250/262 | Loss: 0.6381601095199585
Training Epoch: 7 | iteration: 251/262 | Loss: 0.5878449082374573
Training Epoch: 7 | iteration: 252/262 | Loss: 0.5627090334892273
Training Epoch: 7 | iteration: 253/262 | Loss: 0.6314244866371155
Training Epoch: 7 | iteration: 254/262 | Loss: 0.6486706733703613
Training Epoch: 7 | iteration: 255/262 | Loss: 0.6057796478271484
Training Epoch: 7 | iteration: 256/262 | Loss: 0.6692540645599365
Training Epoch: 7 | iteration: 257/262 | Loss: 0.6140478253364563
Training Epoch: 7 | iteration: 258/262 | Loss: 0.6017388701438904
Training Epoch: 7 | iteration: 259/262 | Loss: 0.5839564800262451
Training Epoch: 7 | iteration: 260/262 | Loss: 0.6076212525367737
Training Epoch: 7 | iteration: 261/262 | Loss: 0.5482112765312195
Validating Epoch: 7 | iteration: 0/66 | Loss: 0.6675102114677429
Validating Epoch: 7 | iteration: 1/66 | Loss: 0.7003076076507568
Validating Epoch: 7 | iteration: 2/66 | Loss: 0.6228659749031067
Validating Epoch: 7 | iteration: 3/66 | Loss: 0.6024776101112366
Validating Epoch: 7 | iteration: 4/66 | Loss: 0.6486565470695496
Validating Epoch: 7 | iteration: 5/66 | Loss: 0.7038955092430115
Validating Epoch: 7 | iteration: 6/66 | Loss: 0.5895168781280518
Validating Epoch: 7 | iteration: 7/66 | Loss: 0.6356064081192017
Validating Epoch: 7 | iteration: 8/66 | Loss: 0.5784887671470642
Validating Epoch: 7 | iteration: 9/66 | Loss: 0.6790415048599243
Validating Epoch: 7 | iteration: 10/66 | Loss: 0.6385825872421265
Validating Epoch: 7 | iteration: 11/66 | Loss: 0.6154487133026123
Validating Epoch: 7 | iteration: 12/66 | Loss: 0.6067116856575012
Validating Epoch: 7 | iteration: 13/66 | Loss: 0.6324484348297119
Validating Epoch: 7 | iteration: 14/66 | Loss: 0.6784695386886597
Validating Epoch: 7 | iteration: 15/66 | Loss: 0.6019231677055359
Validating Epoch: 7 | iteration: 16/66 | Loss: 0.6156694889068604
Validating Epoch: 7 | iteration: 17/66 | Loss: 0.682995617389679
Validating Epoch: 7 | iteration: 18/66 | Loss: 0.6133872866630554
Validating Epoch: 7 | iteration: 19/66 | Loss: 0.6634237766265869
Validating Epoch: 7 | iteration: 20/66 | Loss: 0.5847625732421875
Validating Epoch: 7 | iteration: 21/66 | Loss: 0.6131818294525146
Validating Epoch: 7 | iteration: 22/66 | Loss: 0.5898176431655884
Validating Epoch: 7 | iteration: 23/66 | Loss: 0.6364688873291016
Validating Epoch: 7 | iteration: 24/66 | Loss: 0.7200724482536316
Validating Epoch: 7 | iteration: 25/66 | Loss: 0.5814595222473145
Validating Epoch: 7 | iteration: 26/66 | Loss: 0.6327320337295532
Validating Epoch: 7 | iteration: 27/66 | Loss: 0.571343183517456
Validating Epoch: 7 | iteration: 28/66 | Loss: 0.7124840021133423
Validating Epoch: 7 | iteration: 29/66 | Loss: 0.7437330484390259
Validating Epoch: 7 | iteration: 30/66 | Loss: 0.6415179967880249
Validating Epoch: 7 | iteration: 31/66 | Loss: 0.6551817655563354
Validating Epoch: 7 | iteration: 32/66 | Loss: 0.5642898082733154
Validating Epoch: 7 | iteration: 33/66 | Loss: 0.6257073879241943
Validating Epoch: 7 | iteration: 34/66 | Loss: 0.6220923066139221
Validating Epoch: 7 | iteration: 35/66 | Loss: 0.6181920766830444
Validating Epoch: 7 | iteration: 36/66 | Loss: 0.6318851709365845
Validating Epoch: 7 | iteration: 37/66 | Loss: 0.6171902418136597
Validating Epoch: 7 | iteration: 38/66 | Loss: 0.6097557544708252
Validating Epoch: 7 | iteration: 39/66 | Loss: 0.6940062046051025
Validating Epoch: 7 | iteration: 40/66 | Loss: 0.6143500208854675
Validating Epoch: 7 | iteration: 41/66 | Loss: 0.6224586367607117
Validating Epoch: 7 | iteration: 42/66 | Loss: 0.6736947298049927
Validating Epoch: 7 | iteration: 43/66 | Loss: 0.5565636157989502
Validating Epoch: 7 | iteration: 44/66 | Loss: 0.7022255063056946
Validating Epoch: 7 | iteration: 45/66 | Loss: 0.587560772895813
Validating Epoch: 7 | iteration: 46/66 | Loss: 0.631468653678894
Validating Epoch: 7 | iteration: 47/66 | Loss: 0.6477265357971191
Validating Epoch: 7 | iteration: 48/66 | Loss: 0.6623275279998779
Validating Epoch: 7 | iteration: 49/66 | Loss: 0.6522635221481323
Validating Epoch: 7 | iteration: 50/66 | Loss: 0.6155186891555786
Validating Epoch: 7 | iteration: 51/66 | Loss: 0.6260654330253601
Validating Epoch: 7 | iteration: 52/66 | Loss: 0.658076286315918
Validating Epoch: 7 | iteration: 53/66 | Loss: 0.7005066871643066
Validating Epoch: 7 | iteration: 54/66 | Loss: 0.7166160345077515
Validating Epoch: 7 | iteration: 55/66 | Loss: 0.7612495422363281
Validating Epoch: 7 | iteration: 56/66 | Loss: 0.5769398212432861
Validating Epoch: 7 | iteration: 57/66 | Loss: 0.6009761691093445
Validating Epoch: 7 | iteration: 58/66 | Loss: 0.5999008417129517
Validating Epoch: 7 | iteration: 59/66 | Loss: 0.6708337068557739
Validating Epoch: 7 | iteration: 60/66 | Loss: 0.5500231981277466
Validating Epoch: 7 | iteration: 61/66 | Loss: 0.6969174742698669
Validating Epoch: 7 | iteration: 62/66 | Loss: 0.7117441892623901
Validating Epoch: 7 | iteration: 63/66 | Loss: 0.6608230471611023
Validating Epoch: 7 | iteration: 64/66 | Loss: 0.6282402276992798
Validating Epoch: 7 | iteration: 65/66 | Loss: 0.5629113912582397
Temperature:  0.5
Sampling: iteration: 0/51
{'Validity': 0.966796875, 'Novelty': 1.0, 'Uniqueness': 0.990909090909091}
Training Epoch: 8 | iteration: 0/262 | Loss: 0.5284256339073181
Training Epoch: 8 | iteration: 1/262 | Loss: 0.6124662160873413
Training Epoch: 8 | iteration: 2/262 | Loss: 0.6309815645217896
Training Epoch: 8 | iteration: 3/262 | Loss: 0.5484534502029419
Training Epoch: 8 | iteration: 4/262 | Loss: 0.6036698818206787
Training Epoch: 8 | iteration: 5/262 | Loss: 0.592522382736206
Training Epoch: 8 | iteration: 6/262 | Loss: 0.5565366744995117
Training Epoch: 8 | iteration: 7/262 | Loss: 0.5727143287658691
Training Epoch: 8 | iteration: 8/262 | Loss: 0.6311954259872437
Training Epoch: 8 | iteration: 9/262 | Loss: 0.5846360921859741
Training Epoch: 8 | iteration: 10/262 | Loss: 0.5843465924263
Training Epoch: 8 | iteration: 11/262 | Loss: 0.6183161735534668
Training Epoch: 8 | iteration: 12/262 | Loss: 0.7041693925857544
Training Epoch: 8 | iteration: 13/262 | Loss: 0.565697968006134
Training Epoch: 8 | iteration: 14/262 | Loss: 0.6074613332748413
Training Epoch: 8 | iteration: 15/262 | Loss: 0.5713703036308289
Training Epoch: 8 | iteration: 16/262 | Loss: 0.6049854755401611
Training Epoch: 8 | iteration: 17/262 | Loss: 0.5734480023384094
Training Epoch: 8 | iteration: 18/262 | Loss: 0.5590389370918274
Training Epoch: 8 | iteration: 19/262 | Loss: 0.6228663921356201
Training Epoch: 8 | iteration: 20/262 | Loss: 0.5964881181716919
Training Epoch: 8 | iteration: 21/262 | Loss: 0.5941574573516846
Training Epoch: 8 | iteration: 22/262 | Loss: 0.5654957294464111
Training Epoch: 8 | iteration: 23/262 | Loss: 0.5920751094818115
Training Epoch: 8 | iteration: 24/262 | Loss: 0.6077458262443542
Training Epoch: 8 | iteration: 25/262 | Loss: 0.607463002204895
Training Epoch: 8 | iteration: 26/262 | Loss: 0.6010608673095703
Training Epoch: 8 | iteration: 27/262 | Loss: 0.6336023807525635
Training Epoch: 8 | iteration: 28/262 | Loss: 0.590419352054596
Training Epoch: 8 | iteration: 29/262 | Loss: 0.5935885310173035
Training Epoch: 8 | iteration: 30/262 | Loss: 0.5612004399299622
Training Epoch: 8 | iteration: 31/262 | Loss: 0.5725334882736206
Training Epoch: 8 | iteration: 32/262 | Loss: 0.6479077339172363
Training Epoch: 8 | iteration: 33/262 | Loss: 0.5997702479362488
Training Epoch: 8 | iteration: 34/262 | Loss: 0.5669229030609131
Training Epoch: 8 | iteration: 35/262 | Loss: 0.6455600261688232
Training Epoch: 8 | iteration: 36/262 | Loss: 0.5962319374084473
Training Epoch: 8 | iteration: 37/262 | Loss: 0.6203348636627197
Training Epoch: 8 | iteration: 38/262 | Loss: 0.5674739480018616
Training Epoch: 8 | iteration: 39/262 | Loss: 0.60160231590271
Training Epoch: 8 | iteration: 40/262 | Loss: 0.5872803926467896
Training Epoch: 8 | iteration: 41/262 | Loss: 0.6014280915260315
Training Epoch: 8 | iteration: 42/262 | Loss: 0.5671671032905579
Training Epoch: 8 | iteration: 43/262 | Loss: 0.6191524267196655
Training Epoch: 8 | iteration: 44/262 | Loss: 0.6283785104751587
Training Epoch: 8 | iteration: 45/262 | Loss: 0.6351770162582397
Training Epoch: 8 | iteration: 46/262 | Loss: 0.5541903376579285
Training Epoch: 8 | iteration: 47/262 | Loss: 0.6076821088790894
Training Epoch: 8 | iteration: 48/262 | Loss: 0.5998685359954834
Training Epoch: 8 | iteration: 49/262 | Loss: 0.6004194021224976
Training Epoch: 8 | iteration: 50/262 | Loss: 0.5283259153366089
Training Epoch: 8 | iteration: 51/262 | Loss: 0.6129665374755859
Training Epoch: 8 | iteration: 52/262 | Loss: 0.55279541015625
Training Epoch: 8 | iteration: 53/262 | Loss: 0.5927302837371826
Training Epoch: 8 | iteration: 54/262 | Loss: 0.6073113083839417
Training Epoch: 8 | iteration: 55/262 | Loss: 0.5997830033302307
Training Epoch: 8 | iteration: 56/262 | Loss: 0.6230261325836182
Training Epoch: 8 | iteration: 57/262 | Loss: 0.6082812547683716
Training Epoch: 8 | iteration: 58/262 | Loss: 0.5473829507827759
Training Epoch: 8 | iteration: 59/262 | Loss: 0.5693397521972656
Training Epoch: 8 | iteration: 60/262 | Loss: 0.6057968139648438
Training Epoch: 8 | iteration: 61/262 | Loss: 0.5658330917358398
Training Epoch: 8 | iteration: 62/262 | Loss: 0.5457099080085754
Training Epoch: 8 | iteration: 63/262 | Loss: 0.5885424613952637
Training Epoch: 8 | iteration: 64/262 | Loss: 0.5619438290596008
Training Epoch: 8 | iteration: 65/262 | Loss: 0.617089569568634
Training Epoch: 8 | iteration: 66/262 | Loss: 0.5159159898757935
Training Epoch: 8 | iteration: 67/262 | Loss: 0.6226094961166382
Training Epoch: 8 | iteration: 68/262 | Loss: 0.5820385813713074
Training Epoch: 8 | iteration: 69/262 | Loss: 0.5657999515533447
Training Epoch: 8 | iteration: 70/262 | Loss: 0.5404849648475647
Training Epoch: 8 | iteration: 71/262 | Loss: 0.5876510143280029
Training Epoch: 8 | iteration: 72/262 | Loss: 0.5670846104621887
Training Epoch: 8 | iteration: 73/262 | Loss: 0.6056824922561646
Training Epoch: 8 | iteration: 74/262 | Loss: 0.6043781638145447
Training Epoch: 8 | iteration: 75/262 | Loss: 0.6055094003677368
Training Epoch: 8 | iteration: 76/262 | Loss: 0.6259232759475708
Training Epoch: 8 | iteration: 77/262 | Loss: 0.6421760320663452
Training Epoch: 8 | iteration: 78/262 | Loss: 0.5880815982818604
Training Epoch: 8 | iteration: 79/262 | Loss: 0.6611204147338867
Training Epoch: 8 | iteration: 80/262 | Loss: 0.6046043634414673
Training Epoch: 8 | iteration: 81/262 | Loss: 0.662715494632721
Training Epoch: 8 | iteration: 82/262 | Loss: 0.5923914909362793
Training Epoch: 8 | iteration: 83/262 | Loss: 0.5396251678466797
Training Epoch: 8 | iteration: 84/262 | Loss: 0.6133766174316406
Training Epoch: 8 | iteration: 85/262 | Loss: 0.6262816190719604
Training Epoch: 8 | iteration: 86/262 | Loss: 0.5333247780799866
Training Epoch: 8 | iteration: 87/262 | Loss: 0.6017985343933105
Training Epoch: 8 | iteration: 88/262 | Loss: 0.5982919335365295
Training Epoch: 8 | iteration: 89/262 | Loss: 0.6325535178184509
Training Epoch: 8 | iteration: 90/262 | Loss: 0.5933808088302612
Training Epoch: 8 | iteration: 91/262 | Loss: 0.6412005424499512
Training Epoch: 8 | iteration: 92/262 | Loss: 0.6210954785346985
Training Epoch: 8 | iteration: 93/262 | Loss: 0.5787081718444824
Training Epoch: 8 | iteration: 94/262 | Loss: 0.565750241279602
Training Epoch: 8 | iteration: 95/262 | Loss: 0.5719188451766968
Training Epoch: 8 | iteration: 96/262 | Loss: 0.5849435329437256
Training Epoch: 8 | iteration: 97/262 | Loss: 0.6257724761962891
Training Epoch: 8 | iteration: 98/262 | Loss: 0.5894975662231445
Training Epoch: 8 | iteration: 99/262 | Loss: 0.6113933324813843
Training Epoch: 8 | iteration: 100/262 | Loss: 0.5255846381187439
Training Epoch: 8 | iteration: 101/262 | Loss: 0.6212853789329529
Training Epoch: 8 | iteration: 102/262 | Loss: 0.6184842586517334
Training Epoch: 8 | iteration: 103/262 | Loss: 0.6199637651443481
Training Epoch: 8 | iteration: 104/262 | Loss: 0.6105777025222778
Training Epoch: 8 | iteration: 105/262 | Loss: 0.6330305337905884
Training Epoch: 8 | iteration: 106/262 | Loss: 0.6156221628189087
Training Epoch: 8 | iteration: 107/262 | Loss: 0.5566055774688721
Training Epoch: 8 | iteration: 108/262 | Loss: 0.596930980682373
Training Epoch: 8 | iteration: 109/262 | Loss: 0.6128534078598022
Training Epoch: 8 | iteration: 110/262 | Loss: 0.5997061729431152
Training Epoch: 8 | iteration: 111/262 | Loss: 0.6380493640899658
Training Epoch: 8 | iteration: 112/262 | Loss: 0.6437696218490601
Training Epoch: 8 | iteration: 113/262 | Loss: 0.6401523351669312
Training Epoch: 8 | iteration: 114/262 | Loss: 0.6843271255493164
Training Epoch: 8 | iteration: 115/262 | Loss: 0.5765342712402344
Training Epoch: 8 | iteration: 116/262 | Loss: 0.6270944476127625
Training Epoch: 8 | iteration: 117/262 | Loss: 0.784712553024292
Training Epoch: 8 | iteration: 118/262 | Loss: 0.6111752986907959
Training Epoch: 8 | iteration: 119/262 | Loss: 0.5872162580490112
Training Epoch: 8 | iteration: 120/262 | Loss: 0.5501023530960083
Training Epoch: 8 | iteration: 121/262 | Loss: 0.5234997272491455
Training Epoch: 8 | iteration: 122/262 | Loss: 0.5794147253036499
Training Epoch: 8 | iteration: 123/262 | Loss: 0.5749759078025818
Training Epoch: 8 | iteration: 124/262 | Loss: 0.557106614112854
Training Epoch: 8 | iteration: 125/262 | Loss: 0.5985043048858643
Training Epoch: 8 | iteration: 126/262 | Loss: 0.6278080344200134
Training Epoch: 8 | iteration: 127/262 | Loss: 0.6379192471504211
Training Epoch: 8 | iteration: 128/262 | Loss: 0.5670267343521118
Training Epoch: 8 | iteration: 129/262 | Loss: 0.560509443283081
Training Epoch: 8 | iteration: 130/262 | Loss: 0.6151920557022095
Training Epoch: 8 | iteration: 131/262 | Loss: 0.5717490911483765
Training Epoch: 8 | iteration: 132/262 | Loss: 0.5706485509872437
Training Epoch: 8 | iteration: 133/262 | Loss: 0.6056032776832581
Training Epoch: 8 | iteration: 134/262 | Loss: 0.6391942501068115
Training Epoch: 8 | iteration: 135/262 | Loss: 0.5586626529693604
Training Epoch: 8 | iteration: 136/262 | Loss: 0.5438770055770874
Training Epoch: 8 | iteration: 137/262 | Loss: 0.6485229730606079
Training Epoch: 8 | iteration: 138/262 | Loss: 0.5881549715995789
Training Epoch: 8 | iteration: 139/262 | Loss: 0.6233394145965576
Training Epoch: 8 | iteration: 140/262 | Loss: 0.6206589937210083
Training Epoch: 8 | iteration: 141/262 | Loss: 0.600517988204956
Training Epoch: 8 | iteration: 142/262 | Loss: 0.6532403230667114
Training Epoch: 8 | iteration: 143/262 | Loss: 0.6007099151611328
Training Epoch: 8 | iteration: 144/262 | Loss: 0.5756930112838745
Training Epoch: 8 | iteration: 145/262 | Loss: 0.5686583518981934
Training Epoch: 8 | iteration: 146/262 | Loss: 0.607818603515625
Training Epoch: 8 | iteration: 147/262 | Loss: 0.561031699180603
Training Epoch: 8 | iteration: 148/262 | Loss: 0.6420199871063232
Training Epoch: 8 | iteration: 149/262 | Loss: 0.581003725528717
Training Epoch: 8 | iteration: 150/262 | Loss: 0.5824020504951477
Training Epoch: 8 | iteration: 151/262 | Loss: 0.6351397037506104
Training Epoch: 8 | iteration: 152/262 | Loss: 0.5713708996772766
Training Epoch: 8 | iteration: 153/262 | Loss: 0.5646682977676392
Training Epoch: 8 | iteration: 154/262 | Loss: 0.5904383659362793
Training Epoch: 8 | iteration: 155/262 | Loss: 0.5857809782028198
Training Epoch: 8 | iteration: 156/262 | Loss: 0.5715752840042114
Training Epoch: 8 | iteration: 157/262 | Loss: 0.5392701625823975
Training Epoch: 8 | iteration: 158/262 | Loss: 0.5973102450370789
Training Epoch: 8 | iteration: 159/262 | Loss: 0.6123744249343872
Training Epoch: 8 | iteration: 160/262 | Loss: 0.5390231609344482
Training Epoch: 8 | iteration: 161/262 | Loss: 0.5787440538406372
Training Epoch: 8 | iteration: 162/262 | Loss: 0.5740066170692444
Training Epoch: 8 | iteration: 163/262 | Loss: 0.5359227061271667
Training Epoch: 8 | iteration: 164/262 | Loss: 0.6272457838058472
Training Epoch: 8 | iteration: 165/262 | Loss: 0.5998457670211792
Training Epoch: 8 | iteration: 166/262 | Loss: 0.5315185785293579
Training Epoch: 8 | iteration: 167/262 | Loss: 0.692780613899231
Training Epoch: 8 | iteration: 168/262 | Loss: 0.6148411631584167
Training Epoch: 8 | iteration: 169/262 | Loss: 0.5880607962608337
Training Epoch: 8 | iteration: 170/262 | Loss: 0.5197297930717468
Training Epoch: 8 | iteration: 171/262 | Loss: 0.579892635345459
Training Epoch: 8 | iteration: 172/262 | Loss: 0.6342465877532959
Training Epoch: 8 | iteration: 173/262 | Loss: 0.5936497449874878
Training Epoch: 8 | iteration: 174/262 | Loss: 0.5668067932128906
Training Epoch: 8 | iteration: 175/262 | Loss: 0.5700534582138062
Training Epoch: 8 | iteration: 176/262 | Loss: 0.6004821062088013
Training Epoch: 8 | iteration: 177/262 | Loss: 0.584885835647583
Training Epoch: 8 | iteration: 178/262 | Loss: 0.5248122215270996
Training Epoch: 8 | iteration: 179/262 | Loss: 0.683582067489624
Training Epoch: 8 | iteration: 180/262 | Loss: 0.6208062171936035
Training Epoch: 8 | iteration: 181/262 | Loss: 0.6006013751029968
Training Epoch: 8 | iteration: 182/262 | Loss: 0.519048273563385
Training Epoch: 8 | iteration: 183/262 | Loss: 0.6376515030860901
Training Epoch: 8 | iteration: 184/262 | Loss: 0.5858218669891357
Training Epoch: 8 | iteration: 185/262 | Loss: 0.5932861566543579
Training Epoch: 8 | iteration: 186/262 | Loss: 0.5299365520477295
Training Epoch: 8 | iteration: 187/262 | Loss: 0.6289665699005127
Training Epoch: 8 | iteration: 188/262 | Loss: 0.6128560900688171
Training Epoch: 8 | iteration: 189/262 | Loss: 0.6232504844665527
Training Epoch: 8 | iteration: 190/262 | Loss: 0.5893576741218567
Training Epoch: 8 | iteration: 191/262 | Loss: 0.6189799308776855
Training Epoch: 8 | iteration: 192/262 | Loss: 0.6089794635772705
Training Epoch: 8 | iteration: 193/262 | Loss: 0.577719509601593
Training Epoch: 8 | iteration: 194/262 | Loss: 0.5704799890518188
Training Epoch: 8 | iteration: 195/262 | Loss: 0.5980960130691528
Training Epoch: 8 | iteration: 196/262 | Loss: 0.5923347473144531
Training Epoch: 8 | iteration: 197/262 | Loss: 0.6218001842498779
Training Epoch: 8 | iteration: 198/262 | Loss: 0.6118766069412231
Training Epoch: 8 | iteration: 199/262 | Loss: 0.5977246165275574
Training Epoch: 8 | iteration: 200/262 | Loss: 0.5805439949035645
Training Epoch: 8 | iteration: 201/262 | Loss: 0.6408207416534424
Training Epoch: 8 | iteration: 202/262 | Loss: 0.581647515296936
Training Epoch: 8 | iteration: 203/262 | Loss: 0.5681316256523132
Training Epoch: 8 | iteration: 204/262 | Loss: 0.588515043258667
Training Epoch: 8 | iteration: 205/262 | Loss: 0.633091926574707
Training Epoch: 8 | iteration: 206/262 | Loss: 0.576467752456665
Training Epoch: 8 | iteration: 207/262 | Loss: 0.5859107971191406
Training Epoch: 8 | iteration: 208/262 | Loss: 0.605904221534729
Training Epoch: 8 | iteration: 209/262 | Loss: 0.6221258640289307
Training Epoch: 8 | iteration: 210/262 | Loss: 0.5980199575424194
Training Epoch: 8 | iteration: 211/262 | Loss: 0.576675295829773
Training Epoch: 8 | iteration: 212/262 | Loss: 0.6289538145065308
Training Epoch: 8 | iteration: 213/262 | Loss: 0.6026606559753418
Training Epoch: 8 | iteration: 214/262 | Loss: 0.5500760078430176
Training Epoch: 8 | iteration: 215/262 | Loss: 0.5831083059310913
Training Epoch: 8 | iteration: 216/262 | Loss: 0.6033713817596436
Training Epoch: 8 | iteration: 217/262 | Loss: 0.6744020581245422
Training Epoch: 8 | iteration: 218/262 | Loss: 0.6223968267440796
